2025-01-04 19:35:57,861 - WARNING: Sound achievement not found
2025-01-04 21:40:13,339 - WARNING: Sound achievement not found
2025-01-04 21:42:22,642 - WARNING: Sound achievement not found
2025-01-04 22:31:29,953 - WARNING: Sound achievement not found
2025-01-04 22:42:12,774 - WARNING: Sound achievement not found
2025-01-04 22:44:47,597 - WARNING: Sound achievement not found
2025-01-04 22:46:51,705 - WARNING: Sound achievement not found
2025-01-06 00:55:35,438 - WARNING: Sound achievement not found
2025-01-06 00:57:12,112 - WARNING: Sound achievement not found
2025-01-06 00:58:50,713 - WARNING: Sound achievement not found
2025-01-06 01:01:19,661 - WARNING: Sound achievement not found
2025-01-07 11:17:19,277 - WARNING: Sound achievement not found
2025-01-07 11:22:25,913 - WARNING: Sound achievement not found
2025-01-07 11:48:14,471 - WARNING: Sound achievement not found
2025-01-07 11:49:25,691 - WARNING: Sound achievement not found
2025-01-07 11:57:00,380 - WARNING: Sound achievement not found
2025-01-07 11:58:09,842 - WARNING: Sound achievement not found
2025-01-07 11:59:49,826 - WARNING: Sound achievement not found
2025-01-07 12:12:39,176 - WARNING: Sound achievement not found
2025-01-07 12:24:34,959 - WARNING: Sound achievement not found
2025-01-07 12:45:18,800 - WARNING: Sound achievement not found
2025-01-07 12:47:02,891 - WARNING: Sound achievement not found
2025-01-07 12:57:20,069 - WARNING: Sound achievement not found
2025-01-07 15:14:21,143 - WARNING: Sound achievement not found
2025-01-07 15:24:20,399 - WARNING: Sound achievement not found
2025-01-09 21:15:08,972 - INFO: Checking collision for head position: (260, 380)
2025-01-09 21:15:09,073 - INFO: Checking collision for head position: (280, 380)
2025-01-09 21:15:09,174 - INFO: Checking collision for head position: (300, 380)
2025-01-09 21:15:09,274 - INFO: Checking collision for head position: (320, 380)
2025-01-09 21:15:09,375 - INFO: Checking collision for head position: (340, 380)
2025-01-09 21:15:09,475 - INFO: Checking collision for head position: (360, 380)
2025-01-09 21:15:09,575 - INFO: Checking collision for head position: (380, 380)
2025-01-09 21:15:09,676 - INFO: Checking collision for head position: (400, 380)
2025-01-09 21:15:09,777 - INFO: Checking collision for head position: (400, 360)
2025-01-09 21:15:09,879 - INFO: Checking collision for head position: (400, 340)
2025-01-09 21:15:09,978 - INFO: Checking collision for head position: (400, 320)
2025-01-09 21:15:10,079 - INFO: Checking collision for head position: (400, 300)
2025-01-09 21:15:10,180 - INFO: Checking collision for head position: (400, 280)
2025-01-09 21:15:10,280 - INFO: Checking collision for head position: (400, 260)
2025-01-09 21:15:10,381 - INFO: Checking collision for head position: (400, 240)
2025-01-09 21:15:10,481 - INFO: Checking collision for head position: (400, 220)
2025-01-09 21:15:10,583 - INFO: Checking collision for head position: (400, 200)
2025-01-09 21:15:10,682 - INFO: Checking collision for head position: (400, 180)
2025-01-09 21:15:10,783 - INFO: Checking collision for head position: (400, 160)
2025-01-09 21:15:10,884 - INFO: Checking collision for head position: (400, 140)
2025-01-09 21:15:10,984 - INFO: Checking collision for head position: (400, 120)
2025-01-09 21:15:11,084 - INFO: Checking collision for head position: (380, 120)
2025-01-09 21:15:11,185 - INFO: Checking collision for head position: (360, 120)
2025-01-09 21:15:11,285 - INFO: Checking collision for head position: (340, 120)
2025-01-09 21:15:11,385 - INFO: Checking collision for head position: (320, 120)
2025-01-09 21:15:11,485 - INFO: Checking collision for head position: (320, 100)
2025-01-09 21:15:11,586 - INFO: Checking collision for head position: (320, 80)
2025-01-09 21:15:11,686 - INFO: Checking collision for head position: (320, 60)
2025-01-09 21:15:11,786 - INFO: Checking collision for head position: (320, 40)
2025-01-09 21:15:11,886 - INFO: Checking collision for head position: (320, 20)
2025-01-09 21:15:11,987 - INFO: Checking collision for head position: (320, 0)
2025-01-09 21:15:12,088 - INFO: Checking collision for head position: (320, -20)
2025-01-09 21:15:12,088 - WARNING: Wall collision detected!
2025-01-09 22:44:27,655 - WARNING: Sound achievement not found
2025-01-09 22:44:27,655 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:44:27,702 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:44:27,919 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:44:28,119 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:44:28,361 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:44:28,565 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:44:28,768 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:44:28,969 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:44:29,184 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:44:29,371 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:44:29,571 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:44:29,771 - INFO: Checking collision for head position: (640, 300)
2025-01-09 22:44:29,971 - INFO: Checking collision for head position: (660, 300)
2025-01-09 22:44:30,172 - INFO: Checking collision for head position: (680, 300)
2025-01-09 22:44:30,372 - INFO: Checking collision for head position: (700, 300)
2025-01-09 22:44:30,572 - INFO: Checking collision for head position: (720, 300)
2025-01-09 22:44:30,773 - INFO: Checking collision for head position: (740, 300)
2025-01-09 22:44:30,973 - INFO: Checking collision for head position: (760, 300)
2025-01-09 22:44:31,175 - INFO: Checking collision for head position: (780, 300)
2025-01-09 22:44:31,374 - INFO: Checking collision for head position: (800, 300)
2025-01-09 22:44:31,375 - WARNING: Wall collision detected!
2025-01-09 22:44:31,575 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:44:31,775 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:44:31,975 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:44:32,175 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:44:32,376 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:44:32,577 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:44:32,778 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:44:32,979 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:44:33,180 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:44:33,382 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:44:33,582 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:44:33,783 - INFO: Checking collision for head position: (640, 300)
2025-01-09 22:44:33,982 - INFO: Checking collision for head position: (660, 300)
2025-01-09 22:44:34,182 - INFO: Checking collision for head position: (680, 300)
2025-01-09 22:44:34,383 - INFO: Checking collision for head position: (700, 300)
2025-01-09 22:44:34,583 - INFO: Checking collision for head position: (720, 300)
2025-01-09 22:44:34,784 - INFO: Checking collision for head position: (740, 300)
2025-01-09 22:44:34,985 - INFO: Checking collision for head position: (760, 300)
2025-01-09 22:44:35,185 - INFO: Checking collision for head position: (780, 300)
2025-01-09 22:44:35,386 - INFO: Checking collision for head position: (800, 300)
2025-01-09 22:44:35,386 - WARNING: Wall collision detected!
2025-01-09 22:44:35,587 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:44:35,787 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:44:35,988 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:44:36,191 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:44:36,390 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:44:37,045 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:44:37,053 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:44:37,253 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:44:37,453 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:44:37,653 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:44:37,855 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:44:38,056 - INFO: Checking collision for head position: (640, 300)
2025-01-09 22:44:38,255 - INFO: Checking collision for head position: (660, 300)
2025-01-09 22:44:38,457 - INFO: Checking collision for head position: (680, 300)
2025-01-09 22:44:38,658 - INFO: Checking collision for head position: (700, 300)
2025-01-09 22:44:38,858 - INFO: Checking collision for head position: (720, 300)
2025-01-09 22:44:39,059 - INFO: Checking collision for head position: (740, 300)
2025-01-09 22:44:39,260 - INFO: Checking collision for head position: (760, 300)
2025-01-09 22:44:39,462 - INFO: Checking collision for head position: (780, 300)
2025-01-09 22:44:39,661 - INFO: Checking collision for head position: (800, 300)
2025-01-09 22:44:39,662 - WARNING: Wall collision detected!
2025-01-09 22:45:16,175 - WARNING: Sound achievement not found
2025-01-09 22:45:16,175 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:45:16,368 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:45:16,569 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:45:16,768 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:45:16,969 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:45:17,170 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:45:17,370 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:45:17,573 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:45:17,793 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:45:17,974 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:45:18,172 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:45:18,375 - INFO: Checking collision for head position: (620, 280)
2025-01-09 22:45:18,575 - INFO: Checking collision for head position: (620, 260)
2025-01-09 22:45:18,776 - INFO: Checking collision for head position: (620, 240)
2025-01-09 22:45:18,975 - INFO: Checking collision for head position: (620, 220)
2025-01-09 22:45:19,177 - INFO: Checking collision for head position: (600, 220)
2025-01-09 22:45:19,376 - INFO: Checking collision for head position: (580, 220)
2025-01-09 22:45:19,577 - INFO: Checking collision for head position: (560, 220)
2025-01-09 22:45:19,778 - INFO: Checking collision for head position: (540, 220)
2025-01-09 22:45:19,978 - INFO: Checking collision for head position: (520, 220)
2025-01-09 22:45:20,178 - INFO: Checking collision for head position: (500, 220)
2025-01-09 22:45:20,379 - INFO: Checking collision for head position: (480, 220)
2025-01-09 22:45:20,580 - INFO: Checking collision for head position: (460, 220)
2025-01-09 22:45:20,779 - INFO: Checking collision for head position: (440, 220)
2025-01-09 22:45:20,979 - INFO: Checking collision for head position: (420, 220)
2025-01-09 22:45:21,180 - INFO: Checking collision for head position: (400, 220)
2025-01-09 22:45:21,380 - INFO: Checking collision for head position: (380, 220)
2025-01-09 22:45:21,581 - INFO: Checking collision for head position: (360, 220)
2025-01-09 22:45:21,781 - INFO: Checking collision for head position: (340, 220)
2025-01-09 22:45:21,981 - INFO: Checking collision for head position: (320, 220)
2025-01-09 22:45:22,181 - INFO: Checking collision for head position: (320, 240)
2025-01-09 22:45:22,381 - INFO: Checking collision for head position: (320, 260)
2025-01-09 22:45:22,582 - INFO: Checking collision for head position: (320, 280)
2025-01-09 22:45:22,783 - INFO: Checking collision for head position: (320, 300)
2025-01-09 22:45:22,983 - INFO: Checking collision for head position: (320, 320)
2025-01-09 22:45:23,165 - INFO: Checking collision for head position: (320, 340)
2025-01-09 22:45:23,347 - INFO: Checking collision for head position: (320, 360)
2025-01-09 22:45:23,529 - INFO: Checking collision for head position: (340, 360)
2025-01-09 22:45:23,711 - INFO: Checking collision for head position: (360, 360)
2025-01-09 22:45:23,893 - INFO: Checking collision for head position: (380, 360)
2025-01-09 22:45:24,075 - INFO: Checking collision for head position: (400, 360)
2025-01-09 22:45:24,256 - INFO: Checking collision for head position: (420, 360)
2025-01-09 22:45:24,437 - INFO: Checking collision for head position: (440, 360)
2025-01-09 22:45:24,619 - INFO: Checking collision for head position: (460, 360)
2025-01-09 22:45:24,801 - INFO: Checking collision for head position: (480, 360)
2025-01-09 22:45:24,983 - INFO: Checking collision for head position: (500, 360)
2025-01-09 22:45:25,165 - INFO: Checking collision for head position: (520, 360)
2025-01-09 22:45:25,346 - INFO: Checking collision for head position: (540, 360)
2025-01-09 22:45:25,528 - INFO: Checking collision for head position: (560, 360)
2025-01-09 22:45:25,709 - INFO: Checking collision for head position: (580, 360)
2025-01-09 22:45:25,891 - INFO: Checking collision for head position: (600, 360)
2025-01-09 22:45:26,073 - INFO: Checking collision for head position: (620, 360)
2025-01-09 22:45:26,254 - INFO: Checking collision for head position: (640, 360)
2025-01-09 22:45:29,387 - INFO: Checking collision for head position: (660, 360)
2025-01-09 22:45:29,570 - INFO: Checking collision for head position: (680, 360)
2025-01-09 22:45:29,751 - INFO: Checking collision for head position: (700, 360)
2025-01-09 22:45:29,933 - INFO: Checking collision for head position: (700, 380)
2025-01-09 22:45:30,115 - INFO: Checking collision for head position: (700, 400)
2025-01-09 22:45:30,296 - INFO: Checking collision for head position: (700, 420)
2025-01-09 22:45:30,478 - INFO: Checking collision for head position: (700, 440)
2025-01-09 22:45:30,658 - INFO: Checking collision for head position: (700, 460)
2025-01-09 22:45:30,841 - INFO: Checking collision for head position: (680, 460)
2025-01-09 22:45:31,021 - INFO: Checking collision for head position: (660, 460)
2025-01-09 22:45:31,204 - INFO: Checking collision for head position: (640, 460)
2025-01-09 22:45:31,385 - INFO: Checking collision for head position: (620, 460)
2025-01-09 22:45:31,566 - INFO: Checking collision for head position: (600, 460)
2025-01-09 22:45:31,748 - INFO: Checking collision for head position: (580, 460)
2025-01-09 22:45:31,930 - INFO: Checking collision for head position: (560, 460)
2025-01-09 22:45:32,112 - INFO: Checking collision for head position: (540, 460)
2025-01-09 22:45:32,294 - INFO: Checking collision for head position: (520, 460)
2025-01-09 22:45:32,476 - INFO: Checking collision for head position: (500, 460)
2025-01-09 22:45:32,658 - INFO: Checking collision for head position: (480, 460)
2025-01-09 22:45:32,839 - INFO: Checking collision for head position: (460, 460)
2025-01-09 22:45:33,021 - INFO: Checking collision for head position: (440, 460)
2025-01-09 22:45:33,202 - INFO: Checking collision for head position: (420, 460)
2025-01-09 22:45:33,384 - INFO: Checking collision for head position: (400, 460)
2025-01-09 22:45:33,566 - INFO: Checking collision for head position: (380, 460)
2025-01-09 22:45:33,747 - INFO: Checking collision for head position: (360, 460)
2025-01-09 22:45:33,928 - INFO: Checking collision for head position: (340, 460)
2025-01-09 22:45:34,110 - INFO: Checking collision for head position: (320, 460)
2025-01-09 22:45:34,291 - INFO: Checking collision for head position: (300, 460)
2025-01-09 22:45:34,473 - INFO: Checking collision for head position: (280, 460)
2025-01-09 22:45:34,654 - INFO: Checking collision for head position: (260, 460)
2025-01-09 22:45:34,835 - INFO: Checking collision for head position: (240, 460)
2025-01-09 22:45:35,016 - INFO: Checking collision for head position: (220, 460)
2025-01-09 22:45:35,198 - INFO: Checking collision for head position: (200, 460)
2025-01-09 22:45:35,379 - INFO: Checking collision for head position: (180, 460)
2025-01-09 22:45:35,561 - INFO: Checking collision for head position: (160, 460)
2025-01-09 22:45:35,743 - INFO: Checking collision for head position: (140, 460)
2025-01-09 22:45:35,926 - INFO: Checking collision for head position: (120, 460)
2025-01-09 22:45:36,107 - INFO: Checking collision for head position: (100, 460)
2025-01-09 22:45:36,288 - INFO: Checking collision for head position: (80, 460)
2025-01-09 22:45:36,469 - INFO: Checking collision for head position: (60, 460)
2025-01-09 22:45:36,650 - INFO: Checking collision for head position: (40, 460)
2025-01-09 22:45:36,831 - INFO: Checking collision for head position: (20, 460)
2025-01-09 22:45:37,013 - INFO: Checking collision for head position: (0, 460)
2025-01-09 22:45:37,195 - INFO: Checking collision for head position: (0, 440)
2025-01-09 22:45:37,377 - INFO: Checking collision for head position: (0, 420)
2025-01-09 22:45:37,557 - INFO: Checking collision for head position: (0, 400)
2025-01-09 22:45:37,739 - INFO: Checking collision for head position: (0, 380)
2025-01-09 22:45:37,921 - INFO: Checking collision for head position: (0, 360)
2025-01-09 22:45:38,103 - INFO: Checking collision for head position: (0, 340)
2025-01-09 22:45:38,285 - INFO: Checking collision for head position: (0, 320)
2025-01-09 22:45:38,466 - INFO: Checking collision for head position: (0, 300)
2025-01-09 22:45:38,648 - INFO: Checking collision for head position: (0, 280)
2025-01-09 22:45:38,831 - INFO: Checking collision for head position: (0, 260)
2025-01-09 22:45:39,012 - INFO: Checking collision for head position: (0, 240)
2025-01-09 22:45:39,193 - INFO: Checking collision for head position: (0, 220)
2025-01-09 22:45:39,375 - INFO: Checking collision for head position: (0, 200)
2025-01-09 22:45:39,557 - INFO: Checking collision for head position: (0, 180)
2025-01-09 22:45:39,738 - INFO: Checking collision for head position: (0, 160)
2025-01-09 22:45:39,919 - INFO: Checking collision for head position: (0, 140)
2025-01-09 22:45:40,100 - INFO: Checking collision for head position: (0, 120)
2025-01-09 22:45:40,266 - INFO: Checking collision for head position: (0, 100)
2025-01-09 22:45:40,433 - INFO: Checking collision for head position: (20, 100)
2025-01-09 22:45:40,599 - INFO: Checking collision for head position: (40, 100)
2025-01-09 22:45:40,766 - INFO: Checking collision for head position: (60, 100)
2025-01-09 22:45:40,932 - INFO: Checking collision for head position: (80, 100)
2025-01-09 22:45:41,099 - INFO: Checking collision for head position: (100, 100)
2025-01-09 22:45:41,266 - INFO: Checking collision for head position: (120, 100)
2025-01-09 22:45:41,434 - INFO: Checking collision for head position: (140, 100)
2025-01-09 22:45:41,600 - INFO: Checking collision for head position: (160, 100)
2025-01-09 22:45:41,766 - INFO: Checking collision for head position: (180, 100)
2025-01-09 22:45:41,932 - INFO: Checking collision for head position: (200, 100)
2025-01-09 22:45:42,099 - INFO: Checking collision for head position: (220, 100)
2025-01-09 22:45:42,266 - INFO: Checking collision for head position: (240, 100)
2025-01-09 22:45:42,432 - INFO: Checking collision for head position: (260, 100)
2025-01-09 22:45:42,598 - INFO: Checking collision for head position: (280, 100)
2025-01-09 22:45:42,765 - INFO: Checking collision for head position: (300, 100)
2025-01-09 22:45:42,932 - INFO: Checking collision for head position: (320, 100)
2025-01-09 22:45:43,099 - INFO: Checking collision for head position: (340, 100)
2025-01-09 22:45:43,266 - INFO: Checking collision for head position: (360, 100)
2025-01-09 22:45:43,433 - INFO: Checking collision for head position: (380, 100)
2025-01-09 22:45:43,599 - INFO: Checking collision for head position: (400, 100)
2025-01-09 22:45:43,766 - INFO: Checking collision for head position: (420, 100)
2025-01-09 22:45:43,932 - INFO: Checking collision for head position: (440, 100)
2025-01-09 22:45:44,099 - INFO: Checking collision for head position: (460, 100)
2025-01-09 22:45:44,266 - INFO: Checking collision for head position: (480, 100)
2025-01-09 22:45:44,432 - INFO: Checking collision for head position: (500, 100)
2025-01-09 22:45:44,599 - INFO: Checking collision for head position: (520, 100)
2025-01-09 22:45:44,765 - INFO: Checking collision for head position: (540, 100)
2025-01-09 22:45:44,931 - INFO: Checking collision for head position: (560, 100)
2025-01-09 22:45:45,098 - INFO: Checking collision for head position: (580, 100)
2025-01-09 22:45:45,265 - INFO: Checking collision for head position: (600, 100)
2025-01-09 22:45:45,431 - INFO: Checking collision for head position: (600, 120)
2025-01-09 22:45:45,598 - INFO: Checking collision for head position: (600, 140)
2025-01-09 22:45:45,765 - INFO: Checking collision for head position: (600, 160)
2025-01-09 22:45:45,931 - INFO: Checking collision for head position: (600, 180)
2025-01-09 22:45:46,098 - INFO: Checking collision for head position: (600, 200)
2025-01-09 22:45:46,265 - INFO: Checking collision for head position: (600, 220)
2025-01-09 22:45:46,431 - INFO: Checking collision for head position: (600, 240)
2025-01-09 22:45:46,597 - INFO: Checking collision for head position: (600, 260)
2025-01-09 22:45:46,751 - INFO: Checking collision for head position: (600, 280)
2025-01-09 22:45:46,905 - INFO: Checking collision for head position: (620, 280)
2025-01-09 22:45:47,058 - INFO: Checking collision for head position: (640, 280)
2025-01-09 22:45:47,212 - INFO: Checking collision for head position: (660, 280)
2025-01-09 22:45:47,365 - INFO: Checking collision for head position: (680, 280)
2025-01-09 22:45:47,519 - INFO: Checking collision for head position: (700, 280)
2025-01-09 22:45:47,673 - INFO: Checking collision for head position: (720, 280)
2025-01-09 22:45:47,826 - INFO: Checking collision for head position: (740, 280)
2025-01-09 22:45:47,980 - INFO: Checking collision for head position: (760, 280)
2025-01-09 22:45:48,133 - INFO: Checking collision for head position: (780, 280)
2025-01-09 22:45:48,286 - INFO: Checking collision for head position: (800, 280)
2025-01-09 22:45:48,286 - WARNING: Wall collision detected!
2025-01-09 22:45:48,487 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:45:48,688 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:45:48,889 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:45:49,090 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:45:49,289 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:45:49,490 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:45:49,691 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:45:49,892 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:45:50,093 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:45:50,294 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:45:50,495 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:45:50,696 - INFO: Checking collision for head position: (640, 300)
2025-01-09 22:45:50,897 - INFO: Checking collision for head position: (660, 300)
2025-01-09 22:45:51,097 - INFO: Checking collision for head position: (680, 300)
2025-01-09 22:45:51,298 - INFO: Checking collision for head position: (700, 300)
2025-01-09 22:45:51,498 - INFO: Checking collision for head position: (720, 300)
2025-01-09 22:45:51,698 - INFO: Checking collision for head position: (740, 300)
2025-01-09 22:45:51,898 - INFO: Checking collision for head position: (760, 300)
2025-01-09 22:45:52,099 - INFO: Checking collision for head position: (780, 300)
2025-01-09 22:45:52,300 - INFO: Checking collision for head position: (800, 300)
2025-01-09 22:45:52,300 - WARNING: Wall collision detected!
2025-01-09 22:45:52,500 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:45:52,701 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:45:52,902 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:45:53,102 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:45:53,303 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:45:53,504 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:45:53,705 - INFO: Checking collision for head position: (520, 280)
2025-01-09 22:45:53,906 - INFO: Checking collision for head position: (520, 260)
2025-01-09 22:45:54,106 - INFO: Checking collision for head position: (520, 240)
2025-01-09 22:45:54,307 - INFO: Checking collision for head position: (520, 220)
2025-01-09 22:45:54,507 - INFO: Checking collision for head position: (520, 200)
2025-01-09 22:45:54,708 - INFO: Checking collision for head position: (520, 180)
2025-01-09 22:45:54,908 - INFO: Checking collision for head position: (520, 160)
2025-01-09 22:45:55,108 - INFO: Checking collision for head position: (520, 140)
2025-01-09 22:45:55,309 - INFO: Checking collision for head position: (520, 120)
2025-01-09 22:45:55,510 - INFO: Checking collision for head position: (540, 120)
2025-01-09 22:45:55,711 - INFO: Checking collision for head position: (560, 120)
2025-01-09 22:45:55,912 - INFO: Checking collision for head position: (580, 120)
2025-01-09 22:45:56,112 - INFO: Checking collision for head position: (600, 120)
2025-01-09 22:45:56,312 - INFO: Checking collision for head position: (620, 120)
2025-01-09 22:45:56,512 - INFO: Checking collision for head position: (640, 120)
2025-01-09 22:45:56,712 - INFO: Checking collision for head position: (660, 120)
2025-01-09 22:45:56,913 - INFO: Checking collision for head position: (680, 120)
2025-01-09 22:45:57,114 - INFO: Checking collision for head position: (700, 120)
2025-01-09 22:45:57,314 - INFO: Checking collision for head position: (720, 120)
2025-01-09 22:45:57,514 - INFO: Checking collision for head position: (740, 120)
2025-01-09 22:45:57,714 - INFO: Checking collision for head position: (760, 120)
2025-01-09 22:45:57,914 - INFO: Checking collision for head position: (780, 120)
2025-01-09 22:45:58,115 - INFO: Checking collision for head position: (800, 120)
2025-01-09 22:45:58,115 - WARNING: Wall collision detected!
2025-01-09 22:46:16,399 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:46:16,580 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:46:16,781 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:46:16,981 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:46:17,182 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:46:17,382 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:46:17,581 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:46:17,782 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:46:17,983 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:46:18,183 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:46:18,384 - INFO: Checking collision for head position: (600, 320)
2025-01-09 22:46:18,584 - INFO: Checking collision for head position: (600, 340)
2025-01-09 22:46:18,785 - INFO: Checking collision for head position: (600, 360)
2025-01-09 22:46:18,986 - INFO: Checking collision for head position: (600, 380)
2025-01-09 22:46:19,187 - INFO: Checking collision for head position: (600, 400)
2025-01-09 22:46:19,387 - INFO: Checking collision for head position: (600, 420)
2025-01-09 22:46:19,588 - INFO: Checking collision for head position: (580, 420)
2025-01-09 22:46:19,769 - INFO: Checking collision for head position: (560, 420)
2025-01-09 22:46:19,950 - INFO: Checking collision for head position: (540, 420)
2025-01-09 22:46:20,131 - INFO: Checking collision for head position: (520, 420)
2025-01-09 22:46:20,313 - INFO: Checking collision for head position: (500, 420)
2025-01-09 22:46:20,494 - INFO: Checking collision for head position: (480, 420)
2025-01-09 22:46:20,676 - INFO: Checking collision for head position: (460, 420)
2025-01-09 22:46:20,858 - INFO: Checking collision for head position: (440, 420)
2025-01-09 22:46:21,040 - INFO: Checking collision for head position: (420, 420)
2025-01-09 22:46:26,738 - WARNING: Sound achievement not found
2025-01-09 22:46:26,739 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:46:26,920 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:46:27,121 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:46:27,321 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:46:27,521 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:46:27,722 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:46:27,922 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:46:28,123 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:46:28,323 - INFO: Checking collision for head position: (580, 300)
2025-01-09 22:46:28,547 - INFO: Checking collision for head position: (600, 300)
2025-01-09 22:46:28,725 - INFO: Checking collision for head position: (620, 300)
2025-01-09 22:46:28,925 - INFO: Checking collision for head position: (640, 300)
2025-01-09 22:46:29,124 - INFO: Checking collision for head position: (660, 300)
2025-01-09 22:46:29,323 - INFO: Checking collision for head position: (680, 300)
2025-01-09 22:46:29,523 - INFO: Checking collision for head position: (700, 300)
2025-01-09 22:46:29,724 - INFO: Checking collision for head position: (720, 300)
2025-01-09 22:46:29,925 - INFO: Checking collision for head position: (740, 300)
2025-01-09 22:46:30,124 - INFO: Checking collision for head position: (760, 300)
2025-01-09 22:46:30,324 - INFO: Checking collision for head position: (780, 300)
2025-01-09 22:46:30,526 - INFO: Checking collision for head position: (800, 300)
2025-01-09 22:46:30,526 - WARNING: Wall collision detected!
2025-01-09 22:46:30,726 - INFO: Checking collision for head position: (420, 300)
2025-01-09 22:46:30,926 - INFO: Checking collision for head position: (440, 300)
2025-01-09 22:46:31,126 - INFO: Checking collision for head position: (460, 300)
2025-01-09 22:46:31,327 - INFO: Checking collision for head position: (480, 300)
2025-01-09 22:46:31,528 - INFO: Checking collision for head position: (500, 300)
2025-01-09 22:46:31,729 - INFO: Checking collision for head position: (520, 300)
2025-01-09 22:46:31,929 - INFO: Checking collision for head position: (540, 300)
2025-01-09 22:46:32,130 - INFO: Checking collision for head position: (560, 300)
2025-01-09 22:46:32,330 - INFO: Checking collision for head position: (580, 300)
2025-01-09 23:05:32,776 - WARNING: Sound achievement not found
